위치,업소명,리뷰
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"콩국수,칼국수,김치치즈전 추천드립니다 👍🏻
간이 세지 않고 넘 맛있어서 둘이서 다 해치웠어요 
김치도 직점 담그셨다는데 최고에요"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,여기는 진짜 추천 안할 수가 없는곳이다.. 이곳은 전설의 레전드다.. 사용하시는 재료가 좋은게 맛으로 느껴진다..
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"아니 여기ㅠㅠㅠㅠ너무 맛있어요 국물은 왜 또 시원하고 김치는 웰케 맛있는지,,,만두는 속이 꽉차서 든든했어요 위가 늘어났으면 하는 맛,,,동네 맛집 인정이여👍🏻👍🏻👍🏻"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"얼큰수제비에 치즈김치전 얼른 조합으로 맛있게 먹고 왔습니다!
수제비 전에 주시는 보리밥도 꿀맛인데 다음주 또 먹으러 가야겠어요!!👍👍"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"방금 먹고왔는데도 내일 또 가고싶다.......
우리집앞이면...ㅠㅠ"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,아니여기 맛도있는데 사장님 친절함 무엇???? 구의갈일있으면 무조건 재방문입니다
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"들깨칼국수 맛있어요!
김치치즈전도 괜찮고 콩국수는 얇은면이 아쉬워영
제일맛있는건 김치입니다!!!"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,미니 보리밥부터 치즈김치전까지 완벽해요
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,광진구 찐 맛집
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,제가 좋아하는 스타일 그대로에요. 너무 맛있어요 자주자주 방문할게요bb
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,부모님 최애맛집이에용… 거의 매주 가시는 듯.. 칼국수도 만두도 다 맛있어요~ 사장님도 친절하세용!
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"바지락, 콩국수, 팥칼국수 너무맛이써요~~"
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,콩국수 맛집 장사 오래 해주세요..
서울 광진구 아차산로 431 SK뷰 상가3동 B102호,천년초손칼국수,"근처 마트 들릴때 간간히 들리는곳! 공간 넓어서 혼밥하기도 좋고 해물칼국수, 들깨칼국수, 콩국수 먹어봤는데 천년초로 만든 면이라 괜히 더 건강해지는 느낌이고 김치도 맛있습니다ㅎㅎ"
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,"김치 맛이 끝내줍니다
사장님도 무척 인자하세요"
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,맛은 인정. 음식 나오는 속도가 느린 것이 단점. 사진 순서가 저의 취향 순서입니다.
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,양 푸짐 국물 달달
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,"가서 먹었을땐 감탄하고
포장해먹을땐 그냥그냥 이었고
배달시켜서 먹으니 완전 실망했오요ㅠㅠ

가서 드시지요 접기"
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,"손맛이 좋아서 자주가는 집이에요
음식이 깔끔하고 맛있고 조미료를 거의 안쓰시는거 같아요! 아이들이랑 먹기에도 좋습니다
양도 푸짐하고 ㅎㅎ 장점밖에 없습니다 접기"
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,육개장칼국쉬 진짜 푸짐해요 국물도 맛있고요
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,"사장님 부부께서 매우 친절하시고, 양도 푸짐, 국물맛도 깊고 무엇보다 면발이 너무 맛있어요~ ^ㅅ^"
서울 광진구 광나루로 595 광장자이아파트,다원보쌈칼국수,맛있고 양 많고 친절함
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"가격 쌈, 양 많음(곱배기 진짜 많음), 맛 무난, 근데 서빙 분이 조금 말, 행동을 강하게 하시는 편"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,서빙하는 아줌마가 명령조로 틱틱대서 상당히 불쾌함👍
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,쏘쏘
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"넘나 맛있어요 
퇴근길에 들러서 먹는데 양도 엄청 많아요.  
저녁에 먹어도 부담이 없고 맛도 좋아요 
지난번엔 들기름막국수, 
오늘은 비빔막국수를...
다음번엔 판모밀을 먹어봐야겠네요 ^^  접기"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"비빔 막국수 시키면 육수를 안주는 집은 살다가 처음 
컨플레인하니 따라 나오라는 인성 쓰레기집
자기네는 물막국수 시키지 않음 육수 원래 안줍답니다!"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,토요일 점심 40분 웨이팅해서 먹음. 웨이팅해서까지 먹을 집은 아님. 이 근방 막국수 집이 없는데다가 정원박람회여서 사람 더 많은거같음.. 찾아와서 먹을정도는 아님..
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,이 근방에서 그냥저냥 한끼 먹기 좋은 국수집. 메밀 특유의 구수함이나 담백함을 기대하고 오면 실망합니다. 비빔 추천.
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,부모님 모시고 간단하게 한끼 하기 좋은 음식점
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"무조건 다시 갈거예요... 완전 제 입맛
메밀전병 필수
그리고 양이 엄청 많아서 깜짝 놀랐어요 가성비 대박"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,이걸..메밀국수라고 팔고 있다니...정석은 무슨...
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,이주변 탑국수
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"와 여기 맛집 맞네요
양, 맛 모두 최고!
여기 장사는 잘 되지만
유명해지진 않았으면 좋겠네요
나만 알고 가게ㅋㅋ 접기"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,"아주 맛있어요.
메밀국수계의 평양냉면. 슴슴하면서 맛나요.
제 개인취향에는 아주 잘 맞는 곳!

게다가 곱빼기 1000원인데 양이 진짜 무지막지해요. 30년 평생 중에 가장 꼽배기양이 많은 집 접기"
서울 광진구 능동로4길 27 1층 메밀의정석,메밀의정석,맛있어요
서울 광진구 자양로 193,밀마당바지락칼국수,걍 그랬슈 마
서울 광진구 자양로 193,밀마당바지락칼국수,"어대공 나오는 길에 간판 보고 평점보고 직진.
깨끗하고 작지만 실내 화장실.
살짝 새콤한 겉절이와 
진짜 무해하고 담백 깔끔 슴슴한 칼국수.
해감 잘된 날이라서 바지락 올킬.
양도 많고 국물 너무 좋고 애들 밥 먹이기도 굿!
 접기"
서울 광진구 자양로 193,밀마당바지락칼국수,"아~~ 맛있음 ㅠ
어쩌다가 먹었는데 맛있어서 할머니한테 같이가자고했는니
울 할부지 살아계실때부터 자주가시던 칼국수집이라고 하셧움
만두도 손만두인지 투박하지만 맛있우오.... 접기"
서울 광진구 자양로 193,밀마당바지락칼국수,"오 바지락이 통통하고 칼국수 면 맛있다!! 
이동네는 칼국수 맛집이 많은거 같다 ㅎ


1점 = 돈 아깝다 두 번 다시는 안 온다 2점 = 그럭저럭 먹을만하지만 또 오지 않는다 3점 = 맛있지만 기대 이상은 아니다 가끔 먹어도 되겠지만 굳이 찾아가면서 먹을만한 정도는 아니다  4점 = 맛있다 또 먹고 싶다 하지만 멀리서 올 정도는 아니다 5점 = 맛있다 가격에 맞는 맛이다! 여기는 좀 멀어도 찾아와서 먹고 싶다  접기"
서울 광진구 자양로 193,밀마당바지락칼국수,저자극 바지락 칼국수. 겉절이는 대박.
서울 광진구 자양로 193,밀마당바지락칼국수,"숨은 맛집.
깔끔하고 시원한 맛.
특히 겉절이가 미쳤음."
서울 광진구 자양로 193,밀마당바지락칼국수,"단호하게 맛있음. 
딱 기대하는 그 느낌 그대로 맛있는 맛."
서울 광진구 자양로 193,밀마당바지락칼국수,칼국수도 만두도 맛있는데 바지락이 해감이 제대로 안돼서 모래 씹히는 날이 꽤 많습니다.
서울 광진구 자양로 193,밀마당바지락칼국수,"많은 바지락
시원한 국물
탱글면발
완벽한 칼국수 접기"
서울 광진구 자양로 193,밀마당바지락칼국수,짱짱!
서울 광진구 자양로 193,밀마당바지락칼국수,콩국수 맛집
서울 광진구 자양로 193,밀마당바지락칼국수,"구의동 맛집입니다
만두, 칼국수, 파전 다~ 맛있어요"
서울 광진구 자양로 193,밀마당바지락칼국수,좋아요 맛있어요.
서울 광진구 자양로 193,밀마당바지락칼국수,아 여기 맛있지
서울 광진구 자양로 193,밀마당바지락칼국수,"국물이 자극적이지 않고 맛있습니다. 파전,칼국수,만두 다 깔끔하고 겉절이가 바로 해주신 느낌이였어요. 사장님이 진짜 너무 친절하셔서 기분 좋은 식사였습니다!"
서울 광진구 구의강변로 35,동서울손칼국수,간간히 갓던곳이였는데 물과 김치 접시줄때 던져주는거보고 다신안감
서울 광진구 구의강변로 35,동서울손칼국수,동네맛집
서울 광진구 구의강변로 35,동서울손칼국수,웬만하면  맛잇다고 남기지 않는데 여긴 진짜 마싯네.. 내 인생 손칼국수다
서울 광진구 구의강변로 35,동서울손칼국수,친절합니다. 맛은 평범한데 기분좋게 식사가능해요.
서울 광진구 구의강변로 35,동서울손칼국수,칼국수집 원탑인 것 같아요. 최고 ㅎㅎ
서울 광진구 구의강변로 35,동서울손칼국수,너무 맛있어요! 면발이 기계로 뽑은 게 아니라 직접 칼로 자른 면발이에요! 칼국수집 답게 김치도 맛있음.. 근데 나오는 데 좀 오래걸리는 건 감안하고 가셔야해요
서울 광진구 구의강변로 35,동서울손칼국수,"든든따리 맛있게 먹음
넓고 쾌적하고 깔끔해보임"
서울 광진구 구의강변로 35,동서울손칼국수,"간만에 맛있는 칼국수집 만났네요.
죽입니다~~"
서울 광진구 구의강변로 35,동서울손칼국수,"주문메뉴 : 손칼국수
이런 가성비...서울에 별로 없습니다..."
서울 광진구 구의강변로 35,동서울손칼국수,가계 들어간지 5분이 넘도록 물도 안가져다주고 주문도 안받고 불러도 대답도 없고 뭐라고 했지만 대꾸도없이 쳐다보기만하고 뭐 이런 가계가  있나 화가났지만 맛있다는 얘기를 듣고갔기에 기다리다 음식을 먹었는데 김치에 머리카락이.... 다신 안간다
서울 광진구 구의강변로 35,동서울손칼국수,맛있습니다 사골 국물에 칼국수 맛
서울 광진구 구의강변로 35,동서울손칼국수,"일단 가게 사장님의 깔끔함이 좋고
김치 맛도 꽤 괜찮음.
칼국수는 손칼수인데 자주 먹을 정도로 
맛도 좋음. 여름에 콩국수도 적극 추천. 접기"
서울 광진구 구의강변로 35,동서울손칼국수,맛있게 먹었습니다.
서울 광진구 구의강변로 35,동서울손칼국수,"칼국수 기본에 충실~
김치도 맛있고  양도 적정하고 !!"
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,가성비 갑👍🏻 갈때마다 친절하심👍🏻
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,"얼큰수제비 사랑해
제발 없어지지마"
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,코다리냉면이랑 얼큰수제비 먹었는데 토요일 기준인지 몰라도 아..너무 맹맛
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,"늦게방문했더니
얼큰칼국수 당근이랑 면이 덜익은 느낌"
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,깔끔하고 맛있어요! 잘 먹었습니다~
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,핵 맛있어요!!!!! 수제비 야들야들하고 얇고 쫀득해요 ㅠㅠ! 또 먹고싶네요. 온메밀국수도 최고!
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,"얼큰수제비 진짜 개맛있음
이사 갔는데도 생각나서 일부러 이동네까지 와서 먹음"
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,"스타시티 지하 식당가에서 이정도면 저렴한 가격에 국수류 면 땡길 땐 여기가 딱입니다. 칼국수, 수제비, 잔치국수, 메밀국수에다가 사이드로 만두까지 시켜먹으면 딱이에요. 사장님도 친절하신 편이고, 은근 장사 잘 되는 집 같아요."
서울 광진구 아차산로 262 스타시티몰 지하1층,예산국수,엥 전 되게 친절하시던데.. 그리고 싸고 맛있어요! 스타시티 내에서는 가장 가성비 좋은듯
서울 광진구 자양로 319,아차산막국수,여기가 맛있다는 사람들은 진짜 뭘까....? 그렇게 까다로운 편 아닌데 너무 맛없어서 놀람 심지어 옆테이블도 맛없다고 계속 얘기하다 나가심 제발 등산하고 오지 마세요 너무 맛없음
서울 광진구 자양로 319,아차산막국수,"어쩌다 보니 발견한 맛집. 기본반찬 간도 적당하고 면도 맛있음. 물막국수는 국물 드셔보시길
마무리로 같이 내주는 차는 비빔의 매콤한 맛을 중화시키에 딱 안성맞춤이었음"
서울 광진구 자양로 319,아차산막국수,음식이 다 맛있고 김치도 맛있어요~~~
서울 광진구 자양로 319,아차산막국수,"새해 떡국먹으러 갔는데 감자전도 그렇고 너무 맛있었어요.
다음에 꼭 막국수 먹으러 가고 싶네요.
새해 첫 끼니를 아주 맛있게 잘 먹을 수 있어서 감사드립니다. 새해 복 많이 받으세요."
서울 광진구 자양로 319,아차산막국수,막국수랑 감자전 맛은 괜찮았고 열무김치 맛있었어요 주말 점심 때 갔는데 등산객들 술 마시고 시끌벅쩍해서 정신없었음 이 때는  피해서 가는 게 좋을 듯 그리고 음식 늦게 나옴
서울 광진구 자양로 319,아차산막국수,막국수 장칼국수 맛있게 먹었어요😋
서울 광진구 자양로 319,아차산막국수,"순메밀 물국수 정말 맛있게 먹었습니다. 무겁지 않고 깔끔한 맛이 또 생각날 듯 합니다. 순메밀과 무채가 조화롭습니다. 감자전과 메밀전병을 시켰는데 감자전이 배다리 막걸리와 잘 어울립니다. 

또 방문하겠습니다. 접기"
서울 광진구 자양로 319,아차산막국수,"순메밀 ,감자전 먹었는데 둘다 맜있음. 메밀은 육수가 자극적이지 않고 감자전도 고소 한게 맛남 강추! 메밀국수"
서울 광진구 자양로 319,아차산막국수,메밀 막국수도 맛있지만 감자전이 대박이에요
서울 광진구 자양로 319,아차산막국수,"메밀국수, 약간의 참기름? 향이랑 신맛이 매력적"
서울 광진구 자양로 319,아차산막국수,걍 겁나 맛있어요. 먹다 놀라서 사진찍었어요. 너무 맛있어요
서울 광진구 자양로 319,아차산막국수,"원조순두부 줄많아서 왔었는데 맛집이었어요.

들깨수제비, 막국수 시켰는데 예술!!
다음엔 감자전도 먹어보려고요~ 접기"
서울 광진구 자양로 319,아차산막국수,감자전맛있어요 ㅠㅠ 막국수들도 등산후에 최고 ㅜ
서울 광진구 자양로 319,아차산막국수,좋아요!
서울 광진구 자양로 319,아차산막국수,"맛을 떠나서 위생관념 제로입니다ㅠㅠ
수저통에 젓가락뿐이여서 숟가락을 요청했더니 숟가락 앞부분(입안에 들어가는 머리부분)을 손으로 감싸집은채 저에게 전달하시는...충격이었습니다
어쩔수없이 컵에 물받아서 헹군다음 먹긴 했지만 굉장히 찝찝하고 주방안쪽에서 더하면 더했지, 라는 생각에 오늘 처음이자 마지막이라고 생각하고 후기씁니다. 접기"
서울 광진구 자양로 319,아차산막국수,그 어떤 부족함도 없다.
서울 광진구 자양로 319,아차산막국수,"완전 최고에요!! 여름을 이집 순메밀물막국수로 버팁니다~~
열무김치도 맛나고 무절임도 완전 제스타일~~"
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,양 많고 맛있음. 중곡동 식당 중에 제일 맛있는듯
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,"진짜 맛있고 양도 진짜 많음
만두도 짱맛임"
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,"가게 정말 깔끔하고요 수제비 진짜 맛있어요.
동생 사다줘서 불긴 했는데 ㅋㅋ 불어도 맛있더라고요. 담에 매장 가서 먹으려고요!!
사장님 내외 분들도 친절하십니다 ^^"
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,가성비 좋은 수제비 맛집입니다!
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,콩국수 찐맛....🥹❤️ 너무맛있어요
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,"손칼국수의 정석
진한 국물과 넘치는 친절함."
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,중곡동 31-40에 있을때 내 최애 칼국수집 폐업한줄 알고 너무 슬펐는데 이사간거였음!! 얼른 다시 가볼 생각에 신난다 맛 그대로였으면 ㅜㅜ
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,"기대 없이 들어갔는데 찐맛집이었습니다. 사골육수와 멸치육수가 섞인 듯한 국물과 직접 손으로 자르신 칼국수 면의 조화가 좋았습니다. 후추의 매운 맛을 좋아하신다면 후추를 가미해서 드시는 것도 추천합니다. 나오는 길에 보니 직접 만두를 빚고 계셨는데, 다음에 가면 찐만두를 맛 보고 싶네요. 접기"
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,"콩국수가 너무 맛있어요
밍밍하지않고 꾸덕하고 찐하고 너무맛있어요"
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,최 고 최 고
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,칼국수 맛있게 잘먹었습니다 국물이 진해요
서울 광진구 능동로 400 1층 131호,중곡동손칼국수,넘 맛있어요 만두가 진짜 맛있음
서울 광진구 군자로 137 장원칼국수,장원칼국수,닭이 진짜 너무 없다 ㅋㅋ ;; 곱빼기 9천원인데 장난하나..
서울 광진구 군자로 137 장원칼국수,장원칼국수,남자사장 개싸가지없음
서울 광진구 군자로 137 장원칼국수,장원칼국수,기본에 충실한 훌륭한 집
서울 광진구 군자로 137 장원칼국수,장원칼국수,"제로페이 가능
사장님 친절하시고 콩국수 맛있다ㅠ"
서울 광진구 군자로 137 장원칼국수,장원칼국수,닭칼국수의 닭이 멸치칼국수의 멸치 크기만큼 들어있음
서울 광진구 군자로 137 장원칼국수,장원칼국수,김치 매운게 칼국수랑 잘어울렸음
서울 광진구 군자로 137 장원칼국수,장원칼국수,"칼국수 맛있는데,김치전도 맛있어요.
혼밥도많이하심"
서울 광진구 군자로 137 장원칼국수,장원칼국수,김치가너무맛 있어여
서울 광진구 군자로 137 장원칼국수,장원칼국수,닭칼국수가 제일 맛있는 듯? 김치도 매운데 맛있음
서울 광진구 군자로 137 장원칼국수,장원칼국수,개맛있음 김치전 존맛
서울 광진구 군자로 137 장원칼국수,장원칼국수,칼국수도 김치도 맛있는데 기대안핬던 김치전도 바삭하고 ㅎㅎ허ㅏ맛어서 놀램
서울 광진구 군자로 137 장원칼국수,장원칼국수,맛있고 싸고 실패하는 메뉴가 없어요
서울 광진구 군자로 137 장원칼국수,장원칼국수,"닭1, 바지락1 시켰는데 무조건 닭 드세요!!!
김치가 겉절이라 조금 아쉬웠지만 그래도 맛있었어요!"
서울 광진구 군자로 137 장원칼국수,장원칼국수,"해장하러가요
닭칼국수 맛도리
김치전 짱크다"
서울 광진구 군자로 137 장원칼국수,장원칼국수,입장거부 불친절
서울 광진구 군자로 137 장원칼국수,장원칼국수,여길 왜감? ㅋ
서울 광진구 군자로 137 장원칼국수,장원칼국수,면쫄깃 항상존맛탱
서울 광진구 군자로 137 장원칼국수,장원칼국수,넘맛있어서 이틀연속 감 특히 김치가 마약급
서울 광진구 군자로 137 장원칼국수,장원칼국수,"김치전 짱 맛있고 사장님 완전 친절하심
밥이랑 면추가도 되는데 배불러서 추가 안했음
밑반찬은 김치 하나 나오는데 개맛있음 ㅠ"
서울 광진구 자양로50길 8,소담골,맛~이집이 최고예요^^
서울 광진구 자양로50길 8,소담골,"9시까지 운영이라서 해서 갔는데 손님 없어서 일찍 문닫는다고 칼국수먹고있는데 마감했다고 가라는 가게는 처음이네요 포장해주셔서 감사합니다^^ 
그럼 처음부터 받지마시지 너무 충격받아 리뷰남겨요"
서울 광진구 자양로50길 8,소담골,"바지락칼국수 만두 보리비빔밥 다 맛나요
칼국수 시키면 에피타이저처럼 나오는 보리밥 먹으러갑니다!! 둘다맛나서 매번 고민"
서울 광진구 자양로50길 8,소담골,아차산 등산후 동네어르신들 몇분 앉아계셔서 들어왔는데 맛집이네요^^ 저희들어온 후 만석ㅋㅋㅋ 팥옹심이 새싹열무비빔 바지락칼국수 다 맛있게 잘먹었습니다!
서울 광진구 자양로50길 8,소담골,아차산 등산 후 점심은 이집이죠. 언제나 가도 맛있어요.
서울 광진구 자양로50길 8,소담골,다맛있어요ㅜ!!!!!바지락칼국수도 맛있고 들깨도 팥도! 이모님도 너무 친절하시고 항상 기분좋고 맛있게 먹어요
서울 광진구 자양로50길 8,소담골,여기 칼국수 메뉴 다 맛있습니다! 친절하시고 맛도 좋아요! 깔끔하고! 지금은 브레이크타임이 생겨 시간 잘 보고 가야 해요. 칼국수 먹기전 보리밥 주는데 진짜 맛있어요! 식당이 없어져서 너무 아쉽고 섭섭했는데 식당 재오픈해서 얼마나 반가웠는지 몰라요.  접기
서울 광진구 자양로50길 8,소담골,"좀 밍밍하달수도 있겠지만, 전 담백하게 잘 먹었습니다^^"
서울 광진구 긴고랑로 128-1,일품해물칼국수,국물이 깔끔하고 밑에 깔려있는 해산물이 진짜 많음!! 서비스로 주시는 소라죽 짱맛!!!
서울 광진구 긴고랑로 128-1,일품해물칼국수,괜찮아요
서울 광진구 긴고랑로 128-1,일품해물칼국수,"별로, 해물도 적고 칼국수 짠편, 집에와서 물 엄청 먹음."
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,마늘보쌈 맛있어요
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,보쌈이 맛있는데 곁들이는 양념이 너무 강한 단맛. 종종 갔는데 조선족 서버분 엄청 불친절해서 방문 꺼려지는곳
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,음식들 하나같이 다 맛있어요! 한동안 장칼국수에빠져서 이틀에 한번꼴로 먹었습니다
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,물막국수와 마늘보쌈 맛있어요~!
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,여긴 《진짜》다...
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,너무 맛있습니다.
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,마늘보쌈
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,"지금까지 먹어왔던 보쌈들은 퍽퍽했는데
고기도 너무 부드럽고 마늘소스는 기가막힙니다 . 단짠단짠!!

사이드메뉴 깻잎 / 배추 / 보쌈 김치도 맛있고
막국수 캬... 참기름 좋은거 쓰시는거 같아요 !

아 너무 맛있게 먹고 갑니다.마늘보쌈 마늘보쌈  접기"
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,"맛있어용ㅎ,.ㅎ 또먹고 싶당"
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,22.08.22
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,보쌈 맛있어요
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,친구가 맛집이라고 말해주어 뭐 동네 보쌈집이겠지라고 들어갔다가... 심각하게 맛있어서 놀랐습니다. 굳이 찾아가서 먹고싶을 정도네요.
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,"말이 필요없는 곳 ,, 
마늘 보쌈 꼭 드세요ㅜㅜ"
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,주문 들어온 거 확인도 하지 않고 보내시나요?
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,마늘 보쌈 최고입니다. 수제비랑 보리밥도 맛있는데 제 입에는 조금 싱겁네요
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,"집에 온듯 아주 편안하고
마늘보쌈도 맛있어요 ..."
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,"마늘보쌈도 엄청 맛있고 막국수나 들깨수제비도 기대 이상으로 좋았어요.
사장님도 친절하시고 손자랑 놀아주시는 모습을 보는데 너무 화목해보여서 기분이 좋아지더라고요."
서울 광진구 천호대로112길 34 1층,정원마늘보쌈,음식이 정갈하고 맛있어요
서울 광진구 자양로13길 98 1층,세수대야냉면&칼국수,"칼국수 맛있고 친절합니다.
사람도 많이 오더라구요!"
"서울 광진구 긴고랑로11길 11 제일시장 1층 21, 24, 31, 35, 39호",명동홍두깨칼국수,중곡동 오면 무조건 이곳🫰🏻🎶
"서울 광진구 긴고랑로11길 11 제일시장 1층 21, 24, 31, 35, 39호",명동홍두깨칼국수,맛집저장
"서울 광진구 긴고랑로11길 11 제일시장 1층 21, 24, 31, 35, 39호",명동홍두깨칼국수,가성비
"서울 광진구 긴고랑로11길 11 제일시장 1층 21, 24, 31, 35, 39호",명동홍두깨칼국수,이정도면 복지 수준. 감사합니다.
"서울 광진구 긴고랑로11길 11 제일시장 1층 21, 24, 31, 35, 39호",명동홍두깨칼국수,가격 지존
서울 광진구 영화사로 10,할머니칼국수,"진짜 맛있다 진짜로... 그리고 싸다
맨날 먹을 수 있어 커어어
가격은 6000원"
서울 광진구 영화사로 10,할머니칼국수,맛있어요! 솔직히 멸치+야채베이스 좋아하시는분들이라면 진짜 호불호 없을 맛이에요! 식당 안쪽에 따로 테이블 있어서 먹기 편해요 사장님 왕친절.. 맨날 국물 면 더 주시고요bb
서울 광진구 영화사로 10,할머니칼국수,"남들이 김치 남기고 간거 통에 다시 부음 
내 눈으로 보고 나니 못가겠음. 
이제 안감. 
 접기"
서울 광진구 영화사로 10,할머니칼국수,"5천원에 딱맞는 수준의 넝마 면발, 밍밍 육수, 저질 김치."
서울 광진구 영화사로 10,할머니칼국수,"가격이 저렴한것 외에는 그닦 추천 하고 싶은 집은 아닙니다 

면발 식감이 별로

밀가루 특유의 냄새가 남

김치도 별로  접기"
서울 광진구 영화사로 10,할머니칼국수,"갈 이유: 싼 가격에 많은 양, 그리고 맛있는 국물, 친절한 사장님
말 이유: 위생에 많이 예민하다면"
서울 광진구 영화사로 10,할머니칼국수,"칼국수, 김치만두 모두 집에서 먹는듯한 그런 맛입니다 정말 너무 맛있어요 멀리서 왔는데도 또 먹고 싶음…."
서울 광진구 영화사로 10,할머니칼국수,"40년 단골집
초등학생때부터 엄마손잡고 이집 칼국수 먹으러온 집
나의 최애 칼국수 집!"
서울 광진구 영화사로 10,할머니칼국수,"가성비 쩔어요! 진짜 시장 음식 느낌이었어요. 
계곡 갔다가 우연히 들려서 먹었는데 한번씩 생각날 것 같아용
8/17 기준 칼국수랑 잔치국수 5천원"
서울 광진구 영화사로 10,할머니칼국수,부추가 많이 들어가서 시원하고 잘 넘어감. 만두는 그닥.
서울 광진구 영화사로 10,할머니칼국수,"세 군데 다 들러 먹어봤는데 적어도 젊은사람들한텐 별로임; 할배 할매나 좋아할 퀄리티던데…. 이삼천원 더 내고 국밥 먹는 게 나아요.

그리고 일하는 아줌마들 너무 불친절하고 무뚝뚝해서 정내미 뚝 떨어졌어요 손님한테 함부로 무안주시면 안되죠. 말 한마디로 사람 기분 확 상하게 하네요 접기"
서울 광진구 영화사로 10,할머니칼국수,푸짐하고 맛있어요. 청양고추 장아찌랑 같이 먹으면 짱~
서울 광진구 영화사로 10,할머니칼국수,맛좋고 저렴하고 전통의 손맛좋은 맛집입니다~^^
서울 광진구 영화사로 10,할머니칼국수,맛있고 친절합니다.
서울 광진구 영화사로 10,할머니칼국수,"저렴한 가격으로 배부르게 먹을 수 있어요
국물은 멸치 베이스인 듯
카드도 받긴하는데 500원 더 비싸요 
 접기"
